setting,instance,seed,operator,proposed,returned_candidate,accepted,improving,new_global_best,candidate_rate,accept_rate,improve_rate,avg_accepted_delta
without_remove_reinsert_two,F,33,relocate_best,3,3,3,2,0,1.0,1.0,0.6666666666666666,-3.475881258331166
without_remove_reinsert_two,F,33,swap_restricted,4,4,4,2,0,1.0,1.0,0.5,-1.8767229619051875
without_remove_reinsert_two,F,33,ejection_chain_light,4,4,4,2,0,1.0,1.0,0.5,0.3800385553754211
without_remove_reinsert_two,F,33,pair_relocate_best,6,6,5,3,0,1.0,0.8333333333333334,0.5,-2.141387402874989
without_remove_reinsert_two,F,33,swap_two_one,3,3,3,0,0,1.0,1.0,0.0,21.937676437618546
without_remove_reinsert_two,F,33,remove_reinsert_three,3,3,3,1,0,1.0,1.0,0.3333333333333333,-4.105627735353551
without_remove_reinsert_two,F,44,relocate_best,2,2,2,2,0,1.0,1.0,1.0,-5.065319990252306
without_remove_reinsert_two,F,44,swap_restricted,3,3,3,3,0,1.0,1.0,1.0,-11.706781617792823
without_remove_reinsert_two,F,44,ejection_chain_light,3,3,2,0,0,1.0,0.6666666666666666,0.0,8.41014890305587
without_remove_reinsert_two,F,44,pair_relocate_best,1,1,1,1,0,1.0,1.0,1.0,-10.706937014374944
without_remove_reinsert_two,F,44,swap_two_one,4,4,4,2,0,1.0,1.0,0.5,7.342831492818107
without_remove_reinsert_two,F,44,remove_reinsert_three,1,1,1,0,0,1.0,1.0,0.0,105.90593571845147
without_remove_reinsert_two,F,55,relocate_best,2,2,2,1,0,1.0,1.0,0.5,-5.982931202291127
without_remove_reinsert_two,F,55,swap_restricted,6,6,6,4,0,1.0,1.0,0.6666666666666666,-1.7399094295287985
without_remove_reinsert_two,F,55,ejection_chain_light,5,5,5,1,0,1.0,1.0,0.2,4.501144841469045
without_remove_reinsert_two,F,55,pair_relocate_best,1,1,1,0,0,1.0,1.0,0.0,17.473362272306304
without_remove_reinsert_two,F,55,swap_two_one,0,0,0,0,0,,,,
without_remove_reinsert_two,F,55,remove_reinsert_three,1,1,1,0,0,1.0,1.0,0.0,0.0
without_remove_reinsert_two,F,66,relocate_best,4,4,4,1,0,1.0,1.0,0.25,1.3768749669310125
without_remove_reinsert_two,F,66,swap_restricted,1,1,1,1,1,1.0,1.0,1.0,-15.974306410737995
without_remove_reinsert_two,F,66,ejection_chain_light,2,2,2,1,0,1.0,1.0,0.5,-7.936420862614398
without_remove_reinsert_two,F,66,pair_relocate_best,3,3,3,2,0,1.0,1.0,0.6666666666666666,-7.529581414205761
without_remove_reinsert_two,F,66,swap_two_one,6,6,6,1,0,1.0,1.0,0.16666666666666666,8.154732085143337
without_remove_reinsert_two,F,66,remove_reinsert_three,3,3,3,0,0,1.0,1.0,0.0,0.0
without_remove_reinsert_two,F,77,relocate_best,3,3,3,1,0,1.0,1.0,0.3333333333333333,0.08914656163896477
without_remove_reinsert_two,F,77,swap_restricted,1,1,1,0,0,1.0,1.0,0.0,3.5132872675875433
without_remove_reinsert_two,F,77,ejection_chain_light,3,3,3,1,0,1.0,1.0,0.3333333333333333,1.1710957558625144
without_remove_reinsert_two,F,77,pair_relocate_best,0,0,0,0,0,,,,
without_remove_reinsert_two,F,77,swap_two_one,6,6,6,2,0,1.0,1.0,0.3333333333333333,3.0132491754458783
without_remove_reinsert_two,F,77,remove_reinsert_three,3,3,3,1,1,1.0,1.0,0.3333333333333333,-4.859039370878615
without_remove_reinsert_two,K,11,relocate_best,0,0,0,0,0,,,,
without_remove_reinsert_two,K,11,swap_restricted,0,0,0,0,0,,,,
without_remove_reinsert_two,K,11,ejection_chain_light,1,1,1,0,0,1.0,1.0,0.0,1.0248631959741488
without_remove_reinsert_two,K,11,pair_relocate_best,0,0,0,0,0,,,,
without_remove_reinsert_two,K,11,swap_two_one,0,0,0,0,0,,,,
without_remove_reinsert_two,K,11,remove_reinsert_three,0,0,0,0,0,,,,
without_remove_reinsert_two,K,22,relocate_best,0,0,0,0,0,,,,
without_remove_reinsert_two,K,22,swap_restricted,1,1,1,1,1,1.0,1.0,1.0,-6.85849960264909
without_remove_reinsert_two,K,22,ejection_chain_light,0,0,0,0,0,,,,
without_remove_reinsert_two,K,22,pair_relocate_best,1,1,1,1,1,1.0,1.0,1.0,-3.3004439845606157
without_remove_reinsert_two,K,22,swap_two_one,0,0,0,0,0,,,,
without_remove_reinsert_two,K,22,remove_reinsert_three,1,1,1,1,1,1.0,1.0,1.0,-12.726210516500942
without_remove_reinsert_two,K,33,relocate_best,0,0,0,0,0,,,,
without_remove_reinsert_two,K,33,swap_restricted,0,0,0,0,0,,,,
without_remove_reinsert_two,K,33,ejection_chain_light,0,0,0,0,0,,,,
without_remove_reinsert_two,K,33,pair_relocate_best,1,1,1,1,1,1.0,1.0,1.0,-11.48832445883022
without_remove_reinsert_two,K,33,swap_two_one,1,1,1,1,1,1.0,1.0,1.0,-2.6451307122601975
without_remove_reinsert_two,K,33,remove_reinsert_three,1,1,1,0,0,1.0,1.0,0.0,0.0
without_remove_reinsert_two,K,44,relocate_best,0,0,0,0,0,,,,
without_remove_reinsert_two,K,44,swap_restricted,0,0,0,0,0,,,,
without_remove_reinsert_two,K,44,ejection_chain_light,1,1,1,1,1,1.0,1.0,1.0,-11.662785799482208
without_remove_reinsert_two,K,44,pair_relocate_best,0,0,0,0,0,,,,
without_remove_reinsert_two,K,44,swap_two_one,0,0,0,0,0,,,,
without_remove_reinsert_two,K,44,remove_reinsert_three,0,0,0,0,0,,,,
without_remove_reinsert_two,K,55,relocate_best,1,1,1,1,1,1.0,1.0,1.0,-13.842208084302456
without_remove_reinsert_two,K,55,swap_restricted,1,1,1,1,1,1.0,1.0,1.0,-10.478714087746198
without_remove_reinsert_two,K,55,ejection_chain_light,0,0,0,0,0,,,,
without_remove_reinsert_two,K,55,pair_relocate_best,0,0,0,0,0,,,,
without_remove_reinsert_two,K,55,swap_two_one,0,0,0,0,0,,,,
without_remove_reinsert_two,K,55,remove_reinsert_three,0,0,0,0,0,,,,
without_remove_reinsert_two,K,66,relocate_best,1,1,1,1,1,1.0,1.0,1.0,-10.625046363656793
without_remove_reinsert_two,K,66,swap_restricted,0,0,0,0,0,,,,
without_remove_reinsert_two,K,66,ejection_chain_light,1,1,1,0,0,1.0,1.0,0.0,3.8541074078348174
without_remove_reinsert_two,K,66,pair_relocate_best,3,3,3,2,2,1.0,1.0,0.6666666666666666,-4.174963938448627
without_remove_reinsert_two,K,66,swap_two_one,0,0,0,0,0,,,,
without_remove_reinsert_two,K,66,remove_reinsert_three,2,2,2,0,0,1.0,1.0,0.0,0.0
without_remove_reinsert_two,K,77,relocate_best,0,0,0,0,0,,,,
without_remove_reinsert_two,K,77,swap_restricted,0,0,0,0,0,,,,
without_remove_reinsert_two,K,77,ejection_chain_light,0,0,0,0,0,,,,
without_remove_reinsert_two,K,77,pair_relocate_best,0,0,0,0,0,,,,
without_remove_reinsert_two,K,77,swap_two_one,1,1,1,1,1,1.0,1.0,1.0,-0.2565115027248339
without_remove_reinsert_two,K,77,remove_reinsert_three,0,0,0,0,0,,,,
without_ejection_chain_light,D,11,relocate_best,2,2,2,1,1,1.0,1.0,0.5,-4.196096065020697
without_ejection_chain_light,D,11,swap_restricted,4,4,4,4,2,1.0,1.0,1.0,-8.437912782677216
without_ejection_chain_light,D,11,remove_reinsert_two,2,2,2,1,0,1.0,1.0,0.5,-4.9727243461326225
without_ejection_chain_light,D,11,pair_relocate_best,2,2,2,1,1,1.0,1.0,0.5,-5.773085044644745
without_ejection_chain_light,D,11,swap_two_one,1,1,1,0,0,1.0,1.0,0.0,13.99083614370329
without_ejection_chain_light,D,11,remove_reinsert_three,2,2,2,0,0,1.0,1.0,0.0,0.0
without_ejection_chain_light,D,22,relocate_best,2,2,2,1,1,1.0,1.0,0.5,-6.8137250464938575
without_ejection_chain_light,D,22,swap_restricted,4,4,4,1,1,1.0,1.0,0.25,8.561203528899625
without_ejection_chain_light,D,22,remove_reinsert_two,2,2,2,0,0,1.0,1.0,0.0,0.0
without_ejection_chain_light,D,22,pair_relocate_best,4,4,3,2,1,1.0,0.75,0.5,-8.20190076842126
without_ejection_chain_light,D,22,swap_two_one,1,1,1,0,0,1.0,1.0,0.0,13.812737257951198
without_ejection_chain_light,D,22,remove_reinsert_three,2,2,2,1,1,1.0,1.0,0.5,-6.061659068384529
without_ejection_chain_light,D,33,relocate_best,0,0,0,0,0,,,,
without_ejection_chain_light,D,33,swap_restricted,4,4,4,2,1,1.0,1.0,0.5,0.0
without_ejection_chain_light,D,33,remove_reinsert_two,1,1,1,0,0,1.0,1.0,0.0,0.0
without_ejection_chain_light,D,33,pair_relocate_best,1,1,1,1,1,1.0,1.0,1.0,-20.571142117761838
without_ejection_chain_light,D,33,swap_two_one,1,1,1,0,0,1.0,1.0,0.0,2.0301215691247307
without_ejection_chain_light,D,33,remove_reinsert_three,1,1,1,0,0,1.0,1.0,0.0,0.0
without_ejection_chain_light,D,44,relocate_best,0,0,0,0,0,,,,
without_ejection_chain_light,D,44,swap_restricted,3,3,3,2,1,1.0,1.0,0.6666666666666666,-2.9601520257595744
without_ejection_chain_light,D,44,remove_reinsert_two,2,2,2,1,1,1.0,1.0,0.5,-6.978134389279717
without_ejection_chain_light,D,44,pair_relocate_best,0,0,0,0,0,,,,
without_ejection_chain_light,D,44,swap_two_one,1,1,1,1,1,1.0,1.0,1.0,-5.757970440052532
without_ejection_chain_light,D,44,remove_reinsert_three,0,0,0,0,0,,,,
without_ejection_chain_light,D,55,relocate_best,1,1,1,1,1,1.0,1.0,1.0,-29.47732443359746
without_ejection_chain_light,D,55,swap_restricted,4,4,4,2,0,1.0,1.0,0.5,5.684341886080802e-14
without_ejection_chain_light,D,55,remove_reinsert_two,6,6,6,0,0,1.0,1.0,0.0,0.0
without_ejection_chain_light,D,55,pair_relocate_best,1,1,1,0,0,1.0,1.0,0.0,29.91222373215942
without_ejection_chain_light,D,55,swap_two_one,1,1,1,0,0,1.0,1.0,0.0,7.250754781223122
without_ejection_chain_light,D,55,remove_reinsert_three,2,2,2,1,0,1.0,1.0,0.5,-4.103894330473736
without_ejection_chain_light,D,66,relocate_best,3,3,3,2,0,1.0,1.0,0.6666666666666666,-7.135700185537341
without_ejection_chain_light,D,66,swap_restricted,2,2,2,0,0,1.0,1.0,0.0,2.4195033319699633
without_ejection_chain_light,D,66,remove_reinsert_two,1,1,1,0,0,1.0,1.0,0.0,0.0
without_ejection_chain_light,D,66,pair_relocate_best,1,1,1,0,0,1.0,1.0,0.0,23.197544338271655
without_ejection_chain_light,D,66,swap_two_one,3,3,3,1,0,1.0,1.0,0.3333333333333333,3.4637137072299993
without_ejection_chain_light,D,66,remove_reinsert_three,1,1,1,0,0,1.0,1.0,0.0,0.0
without_ejection_chain_light,D,77,relocate_best,2,2,2,1,1,1.0,1.0,0.5,-1.5580785620528559
without_ejection_chain_light,D,77,swap_restricted,1,1,1,1,1,1.0,1.0,1.0,-0.05797663017983723
without_ejection_chain_light,D,77,remove_reinsert_two,0,0,0,0,0,,,,
without_ejection_chain_light,D,77,pair_relocate_best,1,1,1,0,0,1.0,1.0,0.0,10.281486689125813
without_ejection_chain_light,D,77,swap_two_one,2,2,2,1,1,1.0,1.0,0.5,-1.2928578900983325
without_ejection_chain_light,D,77,remove_reinsert_three,2,2,2,2,2,1.0,1.0,1.0,-22.897177768540928
without_ejection_chain_light,G,11,relocate_best,0,0,0,0,0,,,,
without_ejection_chain_light,G,11,swap_restricted,1,1,1,1,1,1.0,1.0,1.0,-18.989959598395217
without_ejection_chain_light,G,11,remove_reinsert_two,1,1,1,0,0,1.0,1.0,0.0,0.0
without_ejection_chain_light,G,11,pair_relocate_best,1,1,1,1,1,1.0,1.0,1.0,-38.94408755523273
without_ejection_chain_light,G,11,swap_two_one,0,0,0,0,0,,,,
without_ejection_chain_light,G,11,remove_reinsert_three,0,0,0,0,0,,,,
without_ejection_chain_light,G,22,relocate_best,0,0,0,0,0,,,,
without_ejection_chain_light,G,22,swap_restricted,1,1,1,1,1,1.0,1.0,1.0,-13.775631399571921
without_ejection_chain_light,G,22,remove_reinsert_two,0,0,0,0,0,,,,
without_ejection_chain_light,G,22,pair_relocate_best,1,1,1,1,1,1.0,1.0,1.0,-31.42691772890521
without_ejection_chain_light,G,22,swap_two_one,0,0,0,0,0,,,,
without_ejection_chain_light,G,22,remove_reinsert_three,1,1,1,1,1,1.0,1.0,1.0,-117.58725218541758
without_ejection_chain_light,G,33,relocate_best,0,0,0,0,0,,,,
without_ejection_chain_light,G,33,swap_restricted,1,1,1,1,1,1.0,1.0,1.0,-51.453039481225915
without_ejection_chain_light,G,33,remove_reinsert_two,0,0,0,0,0,,,,
without_ejection_chain_light,G,33,pair_relocate_best,1,1,1,1,1,1.0,1.0,1.0,-58.30972749132343
without_ejection_chain_light,G,33,swap_two_one,0,0,0,0,0,,,,
without_ejection_chain_light,G,33,remove_reinsert_three,1,1,1,1,1,1.0,1.0,1.0,-19.821003437211402
without_ejection_chain_light,G,44,relocate_best,0,0,0,0,0,,,,
without_ejection_chain_light,G,44,swap_restricted,1,1,1,1,1,1.0,1.0,1.0,-53.0785813316179
without_ejection_chain_light,G,44,remove_reinsert_two,2,2,2,2,2,1.0,1.0,1.0,-22.971821310707355
without_ejection_chain_light,G,44,pair_relocate_best,0,0,0,0,0,,,,
without_ejection_chain_light,G,44,swap_two_one,0,0,0,0,0,,,,
without_ejection_chain_light,G,44,remove_reinsert_three,0,0,0,0,0,,,,
without_ejection_chain_light,G,55,relocate_best,1,1,1,1,1,1.0,1.0,1.0,-30.199533367572258
without_ejection_chain_light,G,55,swap_restricted,1,1,1,1,1,1.0,1.0,1.0,-48.73652918358857
without_ejection_chain_light,G,55,remove_reinsert_two,0,0,0,0,0,,,,
without_ejection_chain_light,G,55,pair_relocate_best,0,0,0,0,0,,,,
without_ejection_chain_light,G,55,swap_two_one,0,0,0,0,0,,,,
without_ejection_chain_light,G,55,remove_reinsert_three,0,0,0,0,0,,,,
without_ejection_chain_light,G,66,relocate_best,1,1,1,1,1,1.0,1.0,1.0,-28.027133598688124
without_ejection_chain_light,G,66,swap_restricted,1,1,1,1,1,1.0,1.0,1.0,-9.018494819203625
without_ejection_chain_light,G,66,remove_reinsert_two,0,0,0,0,0,,,,
without_ejection_chain_light,G,66,pair_relocate_best,0,0,0,0,0,,,,
without_ejection_chain_light,G,66,swap_two_one,0,0,0,0,0,,,,
without_ejection_chain_light,G,66,remove_reinsert_three,1,1,1,1,1,1.0,1.0,1.0,-1.4915043594501185
without_ejection_chain_light,G,77,relocate_best,0,0,0,0,0,,,,
without_ejection_chain_light,G,77,swap_restricted,0,0,0,0,0,,,,
without_ejection_chain_light,G,77,remove_reinsert_two,0,0,0,0,0,,,,
without_ejection_chain_light,G,77,pair_relocate_best,0,0,0,0,0,,,,
without_ejection_chain_light,G,77,swap_two_one,1,1,1,1,1,1.0,1.0,1.0,-33.265244762672864
without_ejection_chain_light,G,77,remove_reinsert_three,0,0,0,0,0,,,,
without_ejection_chain_light,F,11,relocate_best,6,6,6,4,0,1.0,1.0,0.6666666666666666,-5.0209632862179205
without_ejection_chain_light,F,11,swap_restricted,5,5,5,1,0,1.0,1.0,0.2,0.6681822100998716
without_ejection_chain_light,F,11,remove_reinsert_two,8,8,8,1,0,1.0,1.0,0.125,-0.33417812637091515
without_ejection_chain_light,F,11,pair_relocate_best,5,5,5,1,0,1.0,1.0,0.2,12.285682348284173
without_ejection_chain_light,F,11,swap_two_one,3,3,3,2,0,1.0,1.0,0.6666666666666666,-6.136395510658001
without_ejection_chain_light,F,11,remove_reinsert_three,5,5,5,3,1,1.0,1.0,0.6,-2.560302817563252
without_ejection_chain_light,F,22,relocate_best,6,6,6,5,0,1.0,1.0,0.8333333333333334,-8.169841835667816
without_ejection_chain_light,F,22,swap_restricted,5,5,5,1,0,1.0,1.0,0.2,5.332841104832028
without_ejection_chain_light,F,22,remove_reinsert_two,6,6,6,1,0,1.0,1.0,0.16666666666666666,-3.118318268377834
without_ejection_chain_light,F,22,pair_relocate_best,4,4,3,1,0,1.0,0.75,0.25,6.200208208889497
without_ejection_chain_light,F,22,swap_two_one,3,3,3,1,0,1.0,1.0,0.3333333333333333,10.043016184828502
without_ejection_chain_light,F,22,remove_reinsert_three,3,3,3,1,1,1.0,1.0,0.3333333333333333,-4.995807419015667
without_ejection_chain_light,F,33,relocate_best,1,1,1,1,0,1.0,1.0,1.0,-7.2731192616088265
without_ejection_chain_light,F,33,swap_restricted,3,3,3,3,0,1.0,1.0,1.0,-11.924981407070163
without_ejection_chain_light,F,33,remove_reinsert_two,1,1,1,0,0,1.0,1.0,0.0,0.0
without_ejection_chain_light,F,33,pair_relocate_best,7,7,6,4,1,1.0,0.8571428571428571,0.5714285714285714,-10.206434373330657
without_ejection_chain_light,F,33,swap_two_one,4,4,4,1,0,1.0,1.0,0.25,12.128303543788576
without_ejection_chain_light,F,33,remove_reinsert_three,3,3,3,0,0,1.0,1.0,0.0,23.531117740604373
without_ejection_chain_light,F,44,relocate_best,4,4,3,0,0,1.0,0.75,0.0,5.075457328683115
without_ejection_chain_light,F,44,swap_restricted,2,2,2,0,0,1.0,1.0,0.0,15.45913540892451
without_ejection_chain_light,F,44,remove_reinsert_two,7,7,7,2,1,1.0,1.0,0.2857142857142857,-1.0802077007155535
without_ejection_chain_light,F,44,pair_relocate_best,4,4,3,2,1,1.0,0.75,0.5,-3.7191657030922065
without_ejection_chain_light,F,44,swap_two_one,5,5,5,3,0,1.0,1.0,0.6,-5.279766932168149
without_ejection_chain_light,F,44,remove_reinsert_three,5,5,5,0,0,1.0,1.0,0.0,0.0
without_ejection_chain_light,F,55,relocate_best,2,2,2,1,0,1.0,1.0,0.5,-3.9032448192024845
without_ejection_chain_light,F,55,swap_restricted,5,5,5,2,1,1.0,1.0,0.4,0.4325811849672391
without_ejection_chain_light,F,55,remove_reinsert_two,5,5,5,1,0,1.0,1.0,0.2,-2.463376641212153
without_ejection_chain_light,F,55,pair_relocate_best,4,4,4,1,0,1.0,1.0,0.25,8.798807123129592
without_ejection_chain_light,F,55,swap_two_one,4,4,4,2,0,1.0,1.0,0.5,1.6063282444931133
without_ejection_chain_light,F,55,remove_reinsert_three,2,2,2,1,0,1.0,1.0,0.5,-1.3367125054836606
without_ejection_chain_light,F,66,relocate_best,3,3,3,1,0,1.0,1.0,0.3333333333333333,1.5034645225519323
without_ejection_chain_light,F,66,swap_restricted,3,3,3,2,1,1.0,1.0,0.6666666666666666,-5.324768803579332
without_ejection_chain_light,F,66,remove_reinsert_two,1,1,1,0,0,1.0,1.0,0.0,0.0
without_ejection_chain_light,F,66,pair_relocate_best,3,3,3,0,0,1.0,1.0,0.0,15.614061796944839
without_ejection_chain_light,F,66,swap_two_one,4,4,4,1,0,1.0,1.0,0.25,3.8853716511968344
without_ejection_chain_light,F,66,remove_reinsert_three,4,4,3,1,0,1.0,0.75,0.25,-6.687227998734708
without_ejection_chain_light,F,77,relocate_best,3,3,3,1,0,1.0,1.0,0.3333333333333333,1.0170201124509883
without_ejection_chain_light,F,77,swap_restricted,2,2,2,1,0,1.0,1.0,0.5,-5.531915422524094
without_ejection_chain_light,F,77,remove_reinsert_two,1,1,1,0,0,1.0,1.0,0.0,0.0
without_ejection_chain_light,F,77,pair_relocate_best,2,2,2,0,0,1.0,1.0,0.0,20.061683996204124
without_ejection_chain_light,F,77,swap_two_one,7,7,7,3,0,1.0,1.0,0.42857142857142855,0.3611720891609918
without_ejection_chain_light,F,77,remove_reinsert_three,3,3,3,1,1,1.0,1.0,0.3333333333333333,-4.859039370878615
without_ejection_chain_light,K,11,relocate_best,0,0,0,0,0,,,,
without_ejection_chain_light,K,11,swap_restricted,1,1,1,1,1,1.0,1.0,1.0,-3.7036473494897564
without_ejection_chain_light,K,11,remove_reinsert_two,1,1,1,1,1,1.0,1.0,1.0,-1.9626333774349405
without_ejection_chain_light,K,11,pair_relocate_best,1,1,1,1,1,1.0,1.0,1.0,-4.666375552170393
without_ejection_chain_light,K,11,swap_two_one,0,0,0,0,0,,,,
without_ejection_chain_light,K,11,remove_reinsert_three,0,0,0,0,0,,,,
without_ejection_chain_light,K,22,relocate_best,0,0,0,0,0,,,,
without_ejection_chain_light,K,22,swap_restricted,1,1,1,1,1,1.0,1.0,1.0,-6.85849960264909
without_ejection_chain_light,K,22,remove_reinsert_two,0,0,0,0,0,,,,
without_ejection_chain_light,K,22,pair_relocate_best,1,1,1,1,1,1.0,1.0,1.0,-3.3004439845606157
without_ejection_chain_light,K,22,swap_two_one,0,0,0,0,0,,,,
without_ejection_chain_light,K,22,remove_reinsert_three,1,1,1,1,1,1.0,1.0,1.0,-12.726210516500942
without_ejection_chain_light,K,33,relocate_best,0,0,0,0,0,,,,
without_ejection_chain_light,K,33,swap_restricted,0,0,0,0,0,,,,
without_ejection_chain_light,K,33,remove_reinsert_two,0,0,0,0,0,,,,
without_ejection_chain_light,K,33,pair_relocate_best,1,1,1,1,1,1.0,1.0,1.0,-11.48832445883022
without_ejection_chain_light,K,33,swap_two_one,1,1,1,1,1,1.0,1.0,1.0,-2.6451307122601975
without_ejection_chain_light,K,33,remove_reinsert_three,1,1,1,0,0,1.0,1.0,0.0,0.0
without_ejection_chain_light,K,44,relocate_best,0,0,0,0,0,,,,
without_ejection_chain_light,K,44,swap_restricted,1,1,1,1,1,1.0,1.0,1.0,-11.662785799482208
without_ejection_chain_light,K,44,remove_reinsert_two,1,1,1,0,0,1.0,1.0,0.0,0.0
without_ejection_chain_light,K,44,pair_relocate_best,0,0,0,0,0,,,,
without_ejection_chain_light,K,44,swap_two_one,0,0,0,0,0,,,,
without_ejection_chain_light,K,44,remove_reinsert_three,0,0,0,0,0,,,,
without_ejection_chain_light,K,55,relocate_best,1,1,1,1,1,1.0,1.0,1.0,-13.842208084302456
without_ejection_chain_light,K,55,swap_restricted,1,1,1,1,1,1.0,1.0,1.0,-10.478714087746198
without_ejection_chain_light,K,55,remove_reinsert_two,0,0,0,0,0,,,,
without_ejection_chain_light,K,55,pair_relocate_best,0,0,0,0,0,,,,
without_ejection_chain_light,K,55,swap_two_one,0,0,0,0,0,,,,
without_ejection_chain_light,K,55,remove_reinsert_three,0,0,0,0,0,,,,
without_ejection_chain_light,K,66,relocate_best,2,2,2,1,1,1.0,1.0,0.5,-5.108432415865877
without_ejection_chain_light,K,66,swap_restricted,1,1,1,0,0,1.0,1.0,0.0,3.151999240565374
without_ejection_chain_light,K,66,remove_reinsert_two,4,4,4,0,0,1.0,1.0,0.0,0.0
without_ejection_chain_light,K,66,pair_relocate_best,3,3,3,2,2,1.0,1.0,0.6666666666666666,-4.174963938448627
without_ejection_chain_light,K,66,swap_two_one,0,0,0,0,0,,,,
without_ejection_chain_light,K,66,remove_reinsert_three,2,2,2,0,0,1.0,1.0,0.0,0.0
without_ejection_chain_light,K,77,relocate_best,0,0,0,0,0,,,,
without_ejection_chain_light,K,77,swap_restricted,0,0,0,0,0,,,,
without_ejection_chain_light,K,77,remove_reinsert_two,0,0,0,0,0,,,,
without_ejection_chain_light,K,77,pair_relocate_best,0,0,0,0,0,,,,
without_ejection_chain_light,K,77,swap_two_one,1,1,1,1,1,1.0,1.0,1.0,-0.2565115027248339
without_ejection_chain_light,K,77,remove_reinsert_three,0,0,0,0,0,,,,
without_pair_relocate_best,D,11,relocate_best,2,2,2,1,1,1.0,1.0,0.5,-3.0050400582532575
without_pair_relocate_best,D,11,swap_restricted,1,1,1,0,0,1.0,1.0,0.0,0.21840744535506929
without_pair_relocate_best,D,11,remove_reinsert_two,1,1,1,0,0,1.0,1.0,0.0,0.0
without_pair_relocate_best,D,11,ejection_chain_light,3,3,3,2,1,1.0,1.0,0.6666666666666666,-10.291307059624538
without_pair_relocate_best,D,11,swap_two_one,0,0,0,0,0,,,,
without_pair_relocate_best,D,11,remove_reinsert_three,0,0,0,0,0,,,,
without_pair_relocate_best,D,22,relocate_best,0,0,0,0,0,,,,
without_pair_relocate_best,D,22,swap_restricted,0,0,0,0,0,,,,
without_pair_relocate_best,D,22,remove_reinsert_two,0,0,0,0,0,,,,
without_pair_relocate_best,D,22,ejection_chain_light,1,1,1,1,1,1.0,1.0,1.0,-12.864840370470006
without_pair_relocate_best,D,22,swap_two_one,2,2,2,0,0,1.0,1.0,0.0,12.074858040328252
without_pair_relocate_best,D,22,remove_reinsert_three,1,1,1,1,1,1.0,1.0,1.0,-12.123318136769058
without_pair_relocate_best,D,33,relocate_best,0,0,0,0,0,,,,
without_pair_relocate_best,D,33,swap_restricted,0,0,0,0,0,,,,
without_pair_relocate_best,D,33,remove_reinsert_two,0,0,0,0,0,,,,
without_pair_relocate_best,D,33,ejection_chain_light,1,1,1,1,1,1.0,1.0,1.0,-21.639250048148142
without_pair_relocate_best,D,33,swap_two_one,2,2,2,1,1,1.0,1.0,0.5,-2.906122776684583
without_pair_relocate_best,D,33,remove_reinsert_three,2,2,2,1,1,1.0,1.0,0.5,-0.9029406294527007
without_pair_relocate_best,D,44,relocate_best,1,1,1,0,0,1.0,1.0,0.0,7.7338023472223085
without_pair_relocate_best,D,44,swap_restricted,3,3,3,2,1,1.0,1.0,0.6666666666666666,-2.9601520257595744
without_pair_relocate_best,D,44,remove_reinsert_two,2,2,2,1,1,1.0,1.0,0.5,-6.978134389279717
without_pair_relocate_best,D,44,ejection_chain_light,0,0,0,0,0,,,,
without_pair_relocate_best,D,44,swap_two_one,1,1,1,1,1,1.0,1.0,1.0,-5.757970440052532
without_pair_relocate_best,D,44,remove_reinsert_three,0,0,0,0,0,,,,
without_pair_relocate_best,D,55,relocate_best,2,2,2,2,1,1.0,1.0,1.0,-16.395104323534895
without_pair_relocate_best,D,55,swap_restricted,3,3,3,1,0,1.0,1.0,0.3333333333333333,0.019325543393279077
without_pair_relocate_best,D,55,remove_reinsert_two,2,2,2,0,0,1.0,1.0,0.0,0.0
without_pair_relocate_best,D,55,ejection_chain_light,1,1,1,0,0,1.0,1.0,0.0,17.110916691144553
without_pair_relocate_best,D,55,swap_two_one,1,1,1,0,0,1.0,1.0,0.0,15.313748973604106
without_pair_relocate_best,D,55,remove_reinsert_three,1,1,1,0,0,1.0,1.0,0.0,0.0
without_pair_relocate_best,D,66,relocate_best,3,3,3,1,0,1.0,1.0,0.3333333333333333,1.2666324790270664
without_pair_relocate_best,D,66,swap_restricted,1,1,1,1,0,1.0,1.0,1.0,-17.020591567289557
without_pair_relocate_best,D,66,remove_reinsert_two,0,0,0,0,0,,,,
without_pair_relocate_best,D,66,ejection_chain_light,1,1,1,0,0,1.0,1.0,0.0,2.82955300851836
without_pair_relocate_best,D,66,swap_two_one,3,3,3,1,0,1.0,1.0,0.3333333333333333,3.4637137072299993
without_pair_relocate_best,D,66,remove_reinsert_three,0,0,0,0,0,,,,
without_pair_relocate_best,D,77,relocate_best,1,1,1,0,0,1.0,1.0,0.0,15.371725603783716
without_pair_relocate_best,D,77,swap_restricted,1,1,1,1,1,1.0,1.0,1.0,-0.057976630179609856
without_pair_relocate_best,D,77,remove_reinsert_two,2,2,2,0,0,1.0,1.0,0.0,0.0
without_pair_relocate_best,D,77,ejection_chain_light,2,2,2,1,1,1.0,1.0,0.5,-9.11033590856107
without_pair_relocate_best,D,77,swap_two_one,3,3,3,2,1,1.0,1.0,0.6666666666666666,7.835693530820815
without_pair_relocate_best,D,77,remove_reinsert_three,1,1,1,1,1,1.0,1.0,1.0,-20.408354154939843
without_pair_relocate_best,G,11,relocate_best,0,0,0,0,0,,,,
without_pair_relocate_best,G,11,swap_restricted,0,0,0,0,0,,,,
without_pair_relocate_best,G,11,remove_reinsert_two,1,1,1,0,0,1.0,1.0,0.0,0.0
