setting,instance,seed,operator,proposed,returned_candidate,accepted,improving,new_global_best,candidate_rate,accept_rate,improve_rate,avg_accepted_delta
all,D,11,relocate_best,2,2,2,1,0,1.0,1.0,0.5,-0.47364897264122874
all,D,11,swap_restricted,1,1,1,1,1,1.0,1.0,1.0,-12.390854056744956
all,D,11,remove_reinsert_two,4,4,4,1,1,1.0,1.0,0.25,-4.2285474004445405
all,D,11,ejection_chain_light,1,1,1,1,1,1.0,1.0,1.0,-30.23495599364105
all,D,11,pair_relocate_best,2,2,2,1,0,1.0,1.0,0.5,-0.016669163944015963
all,D,11,swap_two_one,1,1,1,0,0,1.0,1.0,0.0,8.426196106302541
all,D,11,remove_reinsert_three,0,0,0,0,0,,,,
all,D,22,relocate_best,3,3,3,1,1,1.0,1.0,0.3333333333333333,0.4269009308407779
all,D,22,swap_restricted,3,3,3,1,1,1.0,1.0,0.3333333333333333,4.749656835396233
all,D,22,remove_reinsert_two,3,3,3,1,0,1.0,1.0,0.3333333333333333,-2.433126080662229
all,D,22,ejection_chain_light,1,1,1,1,0,1.0,1.0,1.0,-14.248970506188925
all,D,22,pair_relocate_best,3,3,3,2,2,1.0,1.0,0.6666666666666666,-2.504063367965349
all,D,22,swap_two_one,1,1,1,0,0,1.0,1.0,0.0,3.344716138970284
all,D,22,remove_reinsert_three,3,3,3,1,1,1.0,1.0,0.3333333333333333,-4.041106045589686
all,D,33,relocate_best,2,2,2,1,1,1.0,1.0,0.5,-0.41151701558635523
all,D,33,swap_restricted,2,2,2,1,1,1.0,1.0,0.5,0.0
all,D,33,remove_reinsert_two,2,2,2,0,0,1.0,1.0,0.0,0.0
all,D,33,ejection_chain_light,2,2,2,2,1,1.0,1.0,1.0,-11.35484621379021
all,D,33,pair_relocate_best,1,1,1,0,0,1.0,1.0,0.0,7.405919802815333
all,D,33,swap_two_one,0,0,0,0,0,,,,
all,D,33,remove_reinsert_three,3,3,3,2,1,1.0,1.0,0.6666666666666666,-2.0014184100692396
all,D,44,relocate_best,2,2,2,1,0,1.0,1.0,0.5,0.0
all,D,44,swap_restricted,1,1,1,0,0,1.0,1.0,0.0,7.285781290612249
all,D,44,remove_reinsert_two,2,2,2,1,1,1.0,1.0,0.5,-3.8669011736111543
all,D,44,ejection_chain_light,1,1,1,1,1,1.0,1.0,1.0,-12.864840370469892
all,D,44,pair_relocate_best,1,1,1,0,0,1.0,1.0,0.0,8.891089163595552
all,D,44,swap_two_one,1,1,1,0,0,1.0,1.0,0.0,0.22921418944201832
all,D,44,remove_reinsert_three,0,0,0,0,0,,,,
all,D,55,relocate_best,2,2,2,2,1,1.0,1.0,1.0,-15.385311601104036
all,D,55,swap_restricted,1,1,1,0,0,1.0,1.0,0.0,2.45326462861226
all,D,55,remove_reinsert_two,2,2,2,0,0,1.0,1.0,0.0,0.0
all,D,55,ejection_chain_light,1,1,1,0,0,1.0,1.0,0.0,8.799421789397229
all,D,55,pair_relocate_best,0,0,0,0,0,,,,
all,D,55,swap_two_one,2,2,2,1,0,1.0,1.0,0.5,-6.9660806248171525
all,D,55,remove_reinsert_three,1,1,1,0,0,1.0,1.0,0.0,21.797763832631517
all,D,66,relocate_best,3,3,3,1,0,1.0,1.0,0.3333333333333333,1.2666324790270664
all,D,66,swap_restricted,0,0,0,0,0,,,,
all,D,66,remove_reinsert_two,2,2,2,1,1,1.0,1.0,0.5,-3.3147252227997797
all,D,66,ejection_chain_light,1,1,1,0,0,1.0,1.0,0.0,2.82955300851836
all,D,66,pair_relocate_best,1,1,1,1,1,1.0,1.0,1.0,-16.522345630007294
all,D,66,swap_two_one,3,3,3,1,0,1.0,1.0,0.3333333333333333,8.999147258450876
all,D,66,remove_reinsert_three,1,1,1,0,0,1.0,1.0,0.0,0.0
all,D,77,relocate_best,0,0,0,0,0,,,,
all,D,77,swap_restricted,0,0,0,0,0,,,,
all,D,77,remove_reinsert_two,1,1,1,0,0,1.0,1.0,0.0,0.0
all,D,77,ejection_chain_light,3,3,3,1,1,1.0,1.0,0.3333333333333333,-2.2541597296288955
all,D,77,pair_relocate_best,1,1,1,1,1,1.0,1.0,1.0,-27.87391919817935
all,D,77,swap_two_one,2,2,2,1,1,1.0,1.0,0.5,11.016304474851609
all,D,77,remove_reinsert_three,1,1,1,1,1,1.0,1.0,1.0,-20.408354154939843
all,G,11,relocate_best,0,0,0,0,0,,,,
all,G,11,swap_restricted,0,0,0,0,0,,,,
all,G,11,remove_reinsert_two,0,0,0,0,0,,,,
all,G,11,ejection_chain_light,1,1,1,1,1,1.0,1.0,1.0,-57.04315294409571
all,G,11,pair_relocate_best,0,0,0,0,0,,,,
all,G,11,swap_two_one,0,0,0,0,0,,,,
all,G,11,remove_reinsert_three,0,0,0,0,0,,,,
all,G,22,relocate_best,0,0,0,0,0,,,,
all,G,22,swap_restricted,1,1,1,1,1,1.0,1.0,1.0,-13.775631399571921
all,G,22,remove_reinsert_two,0,0,0,0,0,,,,
all,G,22,ejection_chain_light,0,0,0,0,0,,,,
all,G,22,pair_relocate_best,1,1,1,1,1,1.0,1.0,1.0,-31.42691772890521
all,G,22,swap_two_one,0,0,0,0,0,,,,
all,G,22,remove_reinsert_three,1,1,1,1,1,1.0,1.0,1.0,-117.58725218541758
all,G,33,relocate_best,0,0,0,0,0,,,,
all,G,33,swap_restricted,0,0,0,0,0,,,,
all,G,33,remove_reinsert_two,0,0,0,0,0,,,,
all,G,33,ejection_chain_light,1,1,1,1,1,1.0,1.0,1.0,-52.82931018168347
all,G,33,pair_relocate_best,0,0,0,0,0,,,,
all,G,33,swap_two_one,0,0,0,0,0,,,,
all,G,33,remove_reinsert_three,0,0,0,0,0,,,,
all,G,44,relocate_best,0,0,0,0,0,,,,
all,G,44,swap_restricted,1,1,1,1,1,1.0,1.0,1.0,-53.0785813316179
all,G,44,remove_reinsert_two,2,2,2,2,2,1.0,1.0,1.0,-22.971821310707355
all,G,44,ejection_chain_light,0,0,0,0,0,,,,
all,G,44,pair_relocate_best,0,0,0,0,0,,,,
all,G,44,swap_two_one,0,0,0,0,0,,,,
all,G,44,remove_reinsert_three,0,0,0,0,0,,,,
all,G,55,relocate_best,1,1,1,1,1,1.0,1.0,1.0,-30.199533367572258
all,G,55,swap_restricted,0,0,0,0,0,,,,
all,G,55,remove_reinsert_two,2,2,1,0,0,1.0,0.5,0.0,0.0
all,G,55,ejection_chain_light,1,1,1,1,1,1.0,1.0,1.0,-48.73652918358766
all,G,55,pair_relocate_best,0,0,0,0,0,,,,
all,G,55,swap_two_one,0,0,0,0,0,,,,
all,G,55,remove_reinsert_three,1,1,1,1,1,1.0,1.0,1.0,-2.212395417664993
all,G,66,relocate_best,1,1,1,1,1,1.0,1.0,1.0,-28.027133598688124
all,G,66,swap_restricted,1,1,1,1,1,1.0,1.0,1.0,-9.018494819203625
all,G,66,remove_reinsert_two,0,0,0,0,0,,,,
all,G,66,ejection_chain_light,0,0,0,0,0,,,,
all,G,66,pair_relocate_best,0,0,0,0,0,,,,
all,G,66,swap_two_one,0,0,0,0,0,,,,
all,G,66,remove_reinsert_three,1,1,1,1,1,1.0,1.0,1.0,-1.4915043594501185
all,G,77,relocate_best,0,0,0,0,0,,,,
all,G,77,swap_restricted,0,0,0,0,0,,,,
all,G,77,remove_reinsert_two,0,0,0,0,0,,,,
all,G,77,ejection_chain_light,0,0,0,0,0,,,,
all,G,77,pair_relocate_best,0,0,0,0,0,,,,
all,G,77,swap_two_one,1,1,1,1,1,1.0,1.0,1.0,-33.265244762672864
all,G,77,remove_reinsert_three,0,0,0,0,0,,,,
all,F,11,relocate_best,4,4,4,3,0,1.0,1.0,0.75,-5.467853272814125
all,F,11,swap_restricted,2,2,2,1,0,1.0,1.0,0.5,-4.239560512460969
all,F,11,remove_reinsert_two,6,6,6,2,0,1.0,1.0,0.3333333333333333,-10.561394704300957
all,F,11,ejection_chain_light,5,5,5,3,0,1.0,1.0,0.6,-0.49758329966152814
all,F,11,pair_relocate_best,2,2,2,0,0,1.0,1.0,0.0,19.331154311436308
all,F,11,swap_two_one,4,4,4,3,1,1.0,1.0,0.75,-3.3190304761341167
all,F,11,remove_reinsert_three,5,5,5,1,0,1.0,1.0,0.2,14.316009913162157
all,F,22,relocate_best,7,7,7,5,0,1.0,1.0,0.7142857142857143,-5.9912567240065915
all,F,22,swap_restricted,4,4,4,1,0,1.0,1.0,0.25,2.1898220842554394
all,F,22,remove_reinsert_two,5,5,5,1,0,1.0,1.0,0.2,10.006503008196205
all,F,22,ejection_chain_light,1,1,0,0,0,1.0,0.0,0.0,
all,F,22,pair_relocate_best,5,5,5,1,0,1.0,1.0,0.2,6.39048527280786
all,F,22,swap_two_one,1,1,1,0,0,1.0,1.0,0.0,1.4295335612808913
all,F,22,remove_reinsert_three,4,4,4,1,1,1.0,1.0,0.25,-3.7468555642617503
all,F,33,relocate_best,5,5,5,3,0,1.0,1.0,0.6,-3.9647550107362806
all,F,33,swap_restricted,2,2,2,1,0,1.0,1.0,0.5,3.2000760048728125
all,F,33,remove_reinsert_two,3,3,3,0,0,1.0,1.0,0.0,0.0
all,F,33,ejection_chain_light,4,4,3,1,0,1.0,0.75,0.25,5.1463737152264075
all,F,33,pair_relocate_best,2,2,2,0,0,1.0,1.0,0.0,11.611593738596753
all,F,33,swap_two_one,4,4,4,3,0,1.0,1.0,0.75,-4.925358720627258
all,F,33,remove_reinsert_three,2,2,2,0,0,1.0,1.0,0.0,0.0
all,F,44,relocate_best,4,4,4,1,0,1.0,1.0,0.25,3.0438279121740663
all,F,44,swap_restricted,2,2,1,0,0,1.0,0.5,0.0,1.6891177557901074
all,F,44,remove_reinsert_two,5,5,5,0,0,1.0,1.0,0.0,0.0
all,F,44,ejection_chain_light,4,4,4,2,0,1.0,1.0,0.5,3.4475079790949223
all,F,44,pair_relocate_best,1,1,1,0,0,1.0,1.0,0.0,15.567152366284859
all,F,44,swap_two_one,3,3,3,3,0,1.0,1.0,1.0,-12.561454330241
all,F,44,remove_reinsert_three,1,1,1,1,0,1.0,1.0,1.0,-4.510393567655797
all,F,55,relocate_best,3,3,3,2,1,1.0,1.0,0.6666666666666666,-8.48873868845798
all,F,55,swap_restricted,3,3,3,1,0,1.0,1.0,0.3333333333333333,2.9493466605209355
all,F,55,remove_reinsert_two,7,7,7,1,0,1.0,1.0,0.14285714285714285,-0.6443419382365424
all,F,55,ejection_chain_light,7,7,6,3,0,1.0,0.8571428571428571,0.42857142857142855,0.006671421081781166
all,F,55,pair_relocate_best,3,3,3,1,0,1.0,1.0,0.3333333333333333,6.687227998734708
all,F,55,swap_two_one,2,2,2,1,0,1.0,1.0,0.5,0.0
all,F,55,remove_reinsert_three,1,1,1,0,0,1.0,1.0,0.0,0.0
all,F,66,relocate_best,1,1,1,0,0,1.0,1.0,0.0,4.510393567655797
all,F,66,swap_restricted,1,1,1,0,0,1.0,1.0,0.0,3.5132872675875433
all,F,66,remove_reinsert_two,3,3,3,0,0,1.0,1.0,0.0,0.0
all,F,66,ejection_chain_light,3,3,3,0,0,1.0,1.0,0.0,14.925963967050166
all,F,66,pair_relocate_best,2,2,2,2,1,1.0,1.0,1.0,-14.64937111449035
all,F,66,swap_two_one,5,5,5,3,0,1.0,1.0,0.6,-3.9979086479651187
all,F,66,remove_reinsert_three,2,2,2,0,0,1.0,1.0,0.0,0.0
all,F,77,relocate_best,3,3,3,0,0,1.0,1.0,0.0,3.096075606742867
all,F,77,swap_restricted,4,4,4,2,0,1.0,1.0,0.5,-3.2150100249713205
all,F,77,remove_reinsert_two,2,2,2,0,0,1.0,1.0,0.0,0.0
all,F,77,ejection_chain_light,2,2,2,0,0,1.0,1.0,0.0,12.630697937763046
all,F,77,pair_relocate_best,4,4,4,1,0,1.0,1.0,0.25,0.10439707869750237
all,F,77,swap_two_one,4,4,4,2,0,1.0,1.0,0.5,0.9247895420146222
all,F,77,remove_reinsert_three,1,1,1,1,1,1.0,1.0,1.0,-14.577118112635844
all,K,11,relocate_best,0,0,0,0,0,,,,
all,K,11,swap_restricted,0,0,0,0,0,,,,
all,K,11,remove_reinsert_two,0,0,0,0,0,,,,
all,K,11,ejection_chain_light,1,1,1,0,0,1.0,1.0,0.0,1.0248631959741488
all,K,11,pair_relocate_best,0,0,0,0,0,,,,
all,K,11,swap_two_one,0,0,0,0,0,,,,
all,K,11,remove_reinsert_three,0,0,0,0,0,,,,
all,K,22,relocate_best,0,0,0,0,0,,,,
all,K,22,swap_restricted,1,1,1,1,1,1.0,1.0,1.0,-6.85849960264909
all,K,22,remove_reinsert_two,0,0,0,0,0,,,,
all,K,22,ejection_chain_light,0,0,0,0,0,,,,
all,K,22,pair_relocate_best,1,1,1,1,1,1.0,1.0,1.0,-3.3004439845606157
all,K,22,swap_two_one,0,0,0,0,0,,,,
all,K,22,remove_reinsert_three,1,1,1,1,1,1.0,1.0,1.0,-12.726210516500942
all,K,33,relocate_best,0,0,0,0,0,,,,
all,K,33,swap_restricted,0,0,0,0,0,,,,
all,K,33,remove_reinsert_two,0,0,0,0,0,,,,
all,K,33,ejection_chain_light,1,1,1,1,1,1.0,1.0,1.0,-6.138584096894306
all,K,33,pair_relocate_best,0,0,0,0,0,,,,
all,K,33,swap_two_one,0,0,0,0,0,,,,
all,K,33,remove_reinsert_three,0,0,0,0,0,,,,
all,K,44,relocate_best,1,1,1,1,1,1.0,1.0,1.0,-2.9321557048813247
all,K,44,swap_restricted,0,0,0,0,0,,,,
all,K,44,remove_reinsert_two,2,2,2,0,0,1.0,1.0,0.0,0.0
all,K,44,ejection_chain_light,0,0,0,0,0,,,,
all,K,44,pair_relocate_best,0,0,0,0,0,,,,
all,K,44,swap_two_one,1,1,1,1,1,1.0,1.0,1.0,-10.259224819638007
all,K,44,remove_reinsert_three,0,0,0,0,0,,,,
all,K,55,relocate_best,1,1,1,1,1,1.0,1.0,1.0,-13.842208084302456
all,K,55,swap_restricted,0,0,0,0,0,,,,
all,K,55,remove_reinsert_two,2,2,2,2,2,1.0,1.0,1.0,-7.950042558559403
all,K,55,ejection_chain_light,0,0,0,0,0,,,,
all,K,55,pair_relocate_best,0,0,0,0,0,,,,
all,K,55,swap_two_one,1,1,1,1,1,1.0,1.0,1.0,-0.011237334506631669
all,K,55,remove_reinsert_three,1,1,1,1,1,1.0,1.0,1.0,-5.203556655327475
all,K,66,relocate_best,1,1,1,1,1,1.0,1.0,1.0,-10.625046363656793
all,K,66,swap_restricted,0,0,0,0,0,,,,
all,K,66,remove_reinsert_two,0,0,0,0,0,,,,
all,K,66,ejection_chain_light,1,1,1,1,1,1.0,1.0,1.0,-2.895336830885526
all,K,66,pair_relocate_best,0,0,0,0,0,,,,
all,K,66,swap_two_one,0,0,0,0,0,,,,
all,K,66,remove_reinsert_three,1,1,1,0,0,1.0,1.0,0.0,0.0
all,K,77,relocate_best,0,0,0,0,0,,,,
all,K,77,swap_restricted,0,0,0,0,0,,,,
all,K,77,remove_reinsert_two,0,0,0,0,0,,,,
all,K,77,ejection_chain_light,0,0,0,0,0,,,,
all,K,77,pair_relocate_best,0,0,0,0,0,,,,
all,K,77,swap_two_one,1,1,1,1,1,1.0,1.0,1.0,-0.2565115027248339
all,K,77,remove_reinsert_three,0,0,0,0,0,,,,
without_relocate_best,D,11,swap_restricted,1,1,1,1,0,1.0,1.0,1.0,-12.390854056744843
without_relocate_best,D,11,remove_reinsert_two,3,3,3,2,1,1.0,1.0,0.6666666666666666,-4.9401244458593965
without_relocate_best,D,11,ejection_chain_light,1,1,1,1,1,1.0,1.0,1.0,-30.23495599364105
without_relocate_best,D,11,pair_relocate_best,2,2,2,2,2,1.0,1.0,1.0,-6.195427028372421
without_relocate_best,D,11,swap_two_one,2,2,2,0,0,1.0,1.0,0.0,15.535359836584803
without_relocate_best,D,11,remove_reinsert_three,0,0,0,0,0,,,,
without_relocate_best,D,22,swap_restricted,5,5,5,2,0,1.0,1.0,0.4,0.5370196110682628
without_relocate_best,D,22,remove_reinsert_two,3,3,3,1,1,1.0,1.0,0.3333333333333333,-5.638063200592796
without_relocate_best,D,22,ejection_chain_light,2,2,2,0,0,1.0,1.0,0.0,13.823730307432015
without_relocate_best,D,22,pair_relocate_best,3,3,3,2,1,1.0,1.0,0.6666666666666666,-3.4715694764182294
without_relocate_best,D,22,swap_two_one,1,1,0,0,0,1.0,0.0,0.0,
without_relocate_best,D,22,remove_reinsert_three,3,3,3,2,1,1.0,1.0,0.6666666666666666,-9.09653249062391
without_relocate_best,D,33,swap_restricted,1,1,1,1,1,1.0,1.0,1.0,-6.464730508893808
without_relocate_best,D,33,remove_reinsert_two,2,2,2,1,0,1.0,1.0,0.5,0.0
without_relocate_best,D,33,ejection_chain_light,1,1,1,1,1,1.0,1.0,1.0,-14.384345238172045
without_relocate_best,D,33,pair_relocate_best,1,1,1,1,1,1.0,1.0,1.0,-20.571142117761838
without_relocate_best,D,33,swap_two_one,2,2,2,0,0,1.0,1.0,0.0,1.8621284164236158
without_relocate_best,D,33,remove_reinsert_three,2,2,2,0,0,1.0,1.0,0.0,0.0
without_relocate_best,D,44,swap_restricted,2,2,2,2,2,1.0,1.0,1.0,-1.9486747479085125
without_relocate_best,D,44,remove_reinsert_two,1,1,1,0,0,1.0,1.0,0.0,0.0
without_relocate_best,D,44,ejection_chain_light,1,1,1,1,1,1.0,1.0,1.0,-8.880456077278723
without_relocate_best,D,44,pair_relocate_best,0,0,0,0,0,,,,
without_relocate_best,D,44,swap_two_one,1,1,1,1,1,1.0,1.0,1.0,-9.757253305452878
without_relocate_best,D,44,remove_reinsert_three,0,0,0,0,0,,,,
without_relocate_best,D,55,swap_restricted,3,3,3,2,1,1.0,1.0,0.6666666666666666,-4.187711610606357
without_relocate_best,D,55,remove_reinsert_two,1,1,1,0,0,1.0,1.0,0.0,0.0
without_relocate_best,D,55,ejection_chain_light,2,2,2,2,2,1.0,1.0,1.0,-16.240523197304867
without_relocate_best,D,55,pair_relocate_best,0,0,0,0,0,,,,
without_relocate_best,D,55,swap_two_one,1,1,1,0,0,1.0,1.0,0.0,15.566856792831345
without_relocate_best,D,55,remove_reinsert_three,1,1,1,0,0,1.0,1.0,0.0,0.0
without_relocate_best,D,66,swap_restricted,2,2,1,1,1,1.0,0.5,0.5,-15.6855134859195
without_relocate_best,D,66,remove_reinsert_two,2,2,2,0,0,1.0,1.0,0.0,0.0
without_relocate_best,D,66,ejection_chain_light,0,0,0,0,0,,,,
without_relocate_best,D,66,pair_relocate_best,0,0,0,0,0,,,,
without_relocate_best,D,66,swap_two_one,3,3,3,2,1,1.0,1.0,0.6666666666666666,-0.08422176785249273
without_relocate_best,D,66,remove_reinsert_three,2,2,2,1,0,1.0,1.0,0.5,-0.29208342026515766
without_relocate_best,D,77,swap_restricted,1,1,1,1,1,1.0,1.0,1.0,-0.057976630179609856
without_relocate_best,D,77,remove_reinsert_two,1,1,1,0,0,1.0,1.0,0.0,0.0
without_relocate_best,D,77,ejection_chain_light,0,0,0,0,0,,,,
without_relocate_best,D,77,pair_relocate_best,2,2,2,0,0,1.0,1.0,0.0,10.34809755919025
without_relocate_best,D,77,swap_two_one,3,3,3,2,1,1.0,1.0,0.6666666666666666,-0.6871766574320949
without_relocate_best,D,77,remove_reinsert_three,3,3,3,2,2,1.0,1.0,0.6666666666666666,-13.891398718258793
without_relocate_best,G,11,swap_restricted,0,0,0,0,0,,,,
without_relocate_best,G,11,remove_reinsert_two,0,0,0,0,0,,,,
without_relocate_best,G,11,ejection_chain_light,1,1,1,1,1,1.0,1.0,1.0,-57.04315294409571
without_relocate_best,G,11,pair_relocate_best,0,0,0,0,0,,,,
without_relocate_best,G,11,swap_two_one,0,0,0,0,0,,,,
without_relocate_best,G,11,remove_reinsert_three,0,0,0,0,0,,,,
without_relocate_best,G,22,swap_restricted,0,0,0,0,0,,,,
without_relocate_best,G,22,remove_reinsert_two,1,1,1,1,1,1.0,1.0,1.0,-6.150265001279877
without_relocate_best,G,22,ejection_chain_light,0,0,0,0,0,,,,
without_relocate_best,G,22,pair_relocate_best,1,1,1,1,1,1.0,1.0,1.0,-31.42691772890521
without_relocate_best,G,22,swap_two_one,0,0,0,0,0,,,,
without_relocate_best,G,22,remove_reinsert_three,1,1,1,1,1,1.0,1.0,1.0,-117.58725218541758
without_relocate_best,G,33,swap_restricted,0,0,0,0,0,,,,
without_relocate_best,G,33,remove_reinsert_two,1,1,1,0,0,1.0,1.0,0.0,0.0
without_relocate_best,G,33,ejection_chain_light,0,0,0,0,0,,,,
without_relocate_best,G,33,pair_relocate_best,2,2,2,2,2,1.0,1.0,1.0,-44.95043514708004
without_relocate_best,G,33,swap_two_one,0,0,0,0,0,,,,
without_relocate_best,G,33,remove_reinsert_three,1,1,1,1,1,1.0,1.0,1.0,-19.821003437211402
without_relocate_best,G,44,swap_restricted,0,0,0,0,0,,,,
without_relocate_best,G,44,remove_reinsert_two,0,0,0,0,0,,,,
without_relocate_best,G,44,ejection_chain_light,1,1,1,1,1,1.0,1.0,1.0,-45.94364262141471
without_relocate_best,G,44,pair_relocate_best,0,0,0,0,0,,,,
without_relocate_best,G,44,swap_two_one,0,0,0,0,0,,,,
without_relocate_best,G,44,remove_reinsert_three,0,0,0,0,0,,,,
without_relocate_best,G,55,swap_restricted,1,1,1,1,1,1.0,1.0,1.0,-51.67684868822107
without_relocate_best,G,55,remove_reinsert_two,0,0,0,0,0,,,,
without_relocate_best,G,55,ejection_chain_light,0,0,0,0,0,,,,
without_relocate_best,G,55,pair_relocate_best,0,0,0,0,0,,,,
without_relocate_best,G,55,swap_two_one,0,0,0,0,0,,,,
without_relocate_best,G,55,remove_reinsert_three,0,0,0,0,0,,,,
without_relocate_best,G,66,swap_restricted,1,1,1,1,1,1.0,1.0,1.0,-12.054573202846768
without_relocate_best,G,66,remove_reinsert_two,0,0,0,0,0,,,,
without_relocate_best,G,66,ejection_chain_light,0,0,0,0,0,,,,
without_relocate_best,G,66,pair_relocate_best,0,0,0,0,0,,,,
without_relocate_best,G,66,swap_two_one,0,0,0,0,0,,,,
without_relocate_best,G,66,remove_reinsert_three,0,0,0,0,0,,,,
without_relocate_best,G,77,swap_restricted,0,0,0,0,0,,,,
without_relocate_best,G,77,remove_reinsert_two,0,0,0,0,0,,,,
without_relocate_best,G,77,ejection_chain_light,0,0,0,0,0,,,,
without_relocate_best,G,77,pair_relocate_best,0,0,0,0,0,,,,
without_relocate_best,G,77,swap_two_one,1,1,1,1,1,1.0,1.0,1.0,-33.265244762672864
without_relocate_best,G,77,remove_reinsert_three,0,0,0,0,0,,,,
without_relocate_best,F,11,swap_restricted,3,3,3,2,0,1.0,1.0,0.6666666666666666,3.316833132690249
without_relocate_best,F,11,remove_reinsert_two,0,0,0,0,0,,,,
without_relocate_best,F,11,ejection_chain_light,6,6,6,1,0,1.0,1.0,0.16666666666666666,6.864585997722448
without_relocate_best,F,11,pair_relocate_best,3,3,3,1,1,1.0,1.0,0.3333333333333333,-0.5038170690960063
without_relocate_best,F,11,swap_two_one,1,1,1,1,0,1.0,1.0,1.0,-13.063373930240573
without_relocate_best,F,11,remove_reinsert_three,5,5,5,4,0,1.0,1.0,0.8,-4.002040731556645
without_relocate_best,F,22,swap_restricted,6,6,6,4,0,1.0,1.0,0.6666666666666666,-0.644848859790026
without_relocate_best,F,22,remove_reinsert_two,1,1,1,0,0,1.0,1.0,0.0,0.0
without_relocate_best,F,22,ejection_chain_light,2,2,2,1,0,1.0,1.0,0.5,-2.417899866413393
without_relocate_best,F,22,pair_relocate_best,2,2,2,0,0,1.0,1.0,0.0,19.331154311436308
without_relocate_best,F,22,swap_two_one,1,1,1,1,0,1.0,1.0,1.0,-9.309153067062311
without_relocate_best,F,22,remove_reinsert_three,3,3,3,2,1,1.0,1.0,0.6666666666666666,-5.678353431540624
without_relocate_best,F,33,swap_restricted,3,3,3,2,1,1.0,1.0,0.6666666666666666,-6.816486591737885
without_relocate_best,F,33,remove_reinsert_two,2,2,2,0,0,1.0,1.0,0.0,13.855462615986653
without_relocate_best,F,33,ejection_chain_light,3,3,3,2,0,1.0,1.0,0.6666666666666666,-0.9997343383961758
without_relocate_best,F,33,pair_relocate_best,4,4,3,2,0,1.0,0.75,0.5,-3.568979004791648
without_relocate_best,F,33,swap_two_one,2,2,2,0,0,1.0,1.0,0.0,13.833538020921196
without_relocate_best,F,33,remove_reinsert_three,4,4,4,2,0,1.0,1.0,0.5,5.522486343603703
without_relocate_best,F,44,swap_restricted,2,2,2,1,0,1.0,1.0,0.5,4.056647078743936
without_relocate_best,F,44,remove_reinsert_two,2,2,2,1,0,1.0,1.0,0.5,21.789586911917468
without_relocate_best,F,44,ejection_chain_light,3,3,3,1,0,1.0,1.0,0.3333333333333333,9.294752757316852
without_relocate_best,F,44,pair_relocate_best,2,2,2,0,0,1.0,1.0,0.0,11.642152710974926
without_relocate_best,F,44,swap_two_one,4,4,4,3,0,1.0,1.0,0.75,-9.389988648554294
without_relocate_best,F,44,remove_reinsert_three,1,1,1,1,0,1.0,1.0,1.0,-17.763365010625876
without_relocate_best,F,55,swap_restricted,4,4,4,1,0,1.0,1.0,0.25,0.6538614900809137
without_relocate_best,F,55,remove_reinsert_two,10,10,10,1,0,1.0,1.0,0.1,3.60503796921563
without_relocate_best,F,55,ejection_chain_light,6,6,6,4,1,1.0,1.0,0.6666666666666666,-3.247932279720942
without_relocate_best,F,55,pair_relocate_best,4,4,4,1,0,1.0,1.0,0.25,3.238411551404056
without_relocate_best,F,55,swap_two_one,2,2,2,2,0,1.0,1.0,1.0,-17.95630256613748
without_relocate_best,F,55,remove_reinsert_three,1,1,1,0,0,1.0,1.0,0.0,0.0
without_relocate_best,F,66,swap_restricted,4,4,4,2,0,1.0,1.0,0.5,3.3659466664145725
without_relocate_best,F,66,remove_reinsert_two,2,2,2,0,0,1.0,1.0,0.0,0.0
without_relocate_best,F,66,ejection_chain_light,2,2,2,0,0,1.0,1.0,0.0,8.430163166301156
without_relocate_best,F,66,pair_relocate_best,2,2,2,1,1,1.0,1.0,0.5,-2.3364773441387
without_relocate_best,F,66,swap_two_one,3,3,3,2,0,1.0,1.0,0.6666666666666666,-5.52555373260941
without_relocate_best,F,66,remove_reinsert_three,1,1,1,0,0,1.0,1.0,0.0,0.0
without_relocate_best,F,77,swap_restricted,5,5,5,2,0,1.0,1.0,0.4,0.8807370460268202
without_relocate_best,F,77,remove_reinsert_two,6,6,6,0,0,1.0,1.0,0.0,0.0
without_relocate_best,F,77,ejection_chain_light,2,2,1,1,1,1.0,0.5,0.5,-15.43912114567911
without_relocate_best,F,77,pair_relocate_best,2,2,2,1,0,1.0,1.0,0.5,3.9468438061468305
without_relocate_best,F,77,swap_two_one,5,5,5,2,0,1.0,1.0,0.4,6.6179133158398145
without_relocate_best,F,77,remove_reinsert_three,4,4,4,2,1,1.0,1.0,0.5,-4.771877920072939
without_relocate_best,K,11,swap_restricted,0,0,0,0,0,,,,
without_relocate_best,K,11,remove_reinsert_two,0,0,0,0,0,,,,
without_relocate_best,K,11,ejection_chain_light,1,1,1,0,0,1.0,1.0,0.0,1.0248631959741488
without_relocate_best,K,11,pair_relocate_best,0,0,0,0,0,,,,
without_relocate_best,K,11,swap_two_one,0,0,0,0,0,,,,
without_relocate_best,K,11,remove_reinsert_three,0,0,0,0,0,,,,
without_relocate_best,K,22,swap_restricted,0,0,0,0,0,,,,
without_relocate_best,K,22,remove_reinsert_two,2,2,2,0,0,1.0,1.0,0.0,0.0
without_relocate_best,K,22,ejection_chain_light,0,0,0,0,0,,,,
without_relocate_best,K,22,pair_relocate_best,2,2,2,2,2,1.0,1.0,1.0,-2.1808859252208777
without_relocate_best,K,22,swap_two_one,0,0,0,0,0,,,,
